Структурное подразделение - полный путь с группирующими	Код функции	Должность /профессия (разряд, категория)	Грейд	ФОТ по рынку
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0279 БТИ_ЦУС_МРЦУСС_Управ	Руководитель группы	4	113752.34166666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0279 БТИ_ЦУС_МРЦУСС_Управ	Руководитель направления	4	128794.14833333333
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0279 БТИ_ЦУС_МРЦУСС_Управ	Руководитель направления	5	189615.52983333333
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0280 БТИ_ЦУС_МРЦУСС_Форм	Ведущий инженер	3	76864.37739583335
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0280 БТИ_ЦУС_МРЦУСС_Форм	Ведущий инженер электросвязи	3	75447.24650000001
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0280 БТИ_ЦУС_МРЦУСС_Форм	Ведущий инженер электросвязи	4	111587.97833333333
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0280 БТИ_ЦУС_МРЦУСС_Форм	Ведущий специалист	3	82650.86958333335
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0280 БТИ_ЦУС_МРЦУСС_Форм	Главный специалист	4	115686.39009259258
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0280 БТИ_ЦУС_МРЦУСС_Форм	Инженер	3	82511.34833333333
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0280 БТИ_ЦУС_МРЦУСС_Форм	Инженер 1 категории	3	89367.95000000001
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0280 БТИ_ЦУС_МРЦУСС_Форм	Инженер электросвязи	2	64983.105
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0280 БТИ_ЦУС_МРЦУСС_Форм	Инженер электросвязи	3	78200.22833333333
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0280 БТИ_ЦУС_МРЦУСС_Форм	Инженер электросвязи 1 категории	2	52507.93166666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0280 БТИ_ЦУС_МРЦУСС_Форм	Инженер электросвязи 1 категории	3	88435.37083333335
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0280 БТИ_ЦУС_МРЦУСС_Форм	Инженер электросвязи 2 категории	2	63125.62666666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0280 БТИ_ЦУС_МРЦУСС_Форм	Руководитель направления	5	216897
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0285 БТИ_xЦТЭТ_МЦТЭТ_ЛТЦ_СУ	Электромеханик связи	2	54813.524999999994
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0289 БТИ_xЦТЭТ_МЦТЭТ_НТ	Ведущий инженер	3	71227.07500000001
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0289 БТИ_xЦТЭТ_МЦТЭТ_НТ	Руководитель направления	5	224743.5
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0294 БТИ_ЦУС_РЦУСС_АУП	Заместитель начальника центра	5	179953.5
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0295 БТИ_ЦУС_РЦУСС_Монит	Ведущий инженер	3	85865.30944444444
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0295 БТИ_ЦУС_РЦУСС_Монит	Ведущий инженер электросвязи	3	71825.5327777778
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0295 БТИ_ЦУС_РЦУСС_Монит	Главный специалист	4	103056.42111111112
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0295 БТИ_ЦУС_РЦУСС_Монит	Инженер	1	39170.18722222222
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0295 БТИ_ЦУС_РЦУСС_Монит	Инженер	3	74989.57452380953
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0295 БТИ_ЦУС_РЦУСС_Монит	Инженер электросвязи 1 категории	3	79271.5
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0295 БТИ_ЦУС_РЦУСС_Монит	Начальник смены	4	105028.88
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0296 БТИ_ЦУС_РЦУСС_Управ	Ведущий инженер	3	82373.37166666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0296 БТИ_ЦУС_РЦУСС_Управ	Инженер	3	69453.02833333334
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0297 БТИ_ЦУС_РЦУСС_Форм	Ведущий инженер	3	65455.61
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0299 БТИ_Транспорт	Ведущий специалист	2	54571.25
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0299 БТИ_Транспорт	Ведущий специалист	3	73296.66666666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0299 БТИ_Транспорт	Водитель автомобиля	1	37492.4375
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0299 БТИ_Транспорт	Водитель автомобиля 4 разряда	1	34361.25
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0299 БТИ_Транспорт	Водитель автомобиля 5 разряда	1	39648.333333333336
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0299 БТИ_Транспорт	Главный специалист	1	39797.5
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0299 БТИ_Транспорт	Главный специалист	3	85235
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0299 БТИ_Транспорт	Инженер по ремонту	3	81994.375
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0299 БТИ_Транспорт	Машинист крана автомобильного	1	33867.5
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0299 БТИ_Транспорт	Машинист экскаватора	1	35914.166666666664
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0299 БТИ_Транспорт	Механик-контролер	2	53360.13888888889
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0299 БТИ_Транспорт	Механик-контролер	3	64690
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0299 БТИ_Транспорт	Руководитель группы	2	53291.25
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0299 БТИ_Транспорт	Руководитель группы	4	99153.75
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0299 БТИ_Транспорт	Руководитель направления	4	109664.87
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0299 БТИ_Транспорт	Слесарь по ремонту средств транспорта и механизации	1	34947.34375
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0299 БТИ_Транспорт	Специалист	1	37958.194444444445
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0299 БТИ_Транспорт	Специалист	2	53581.442307692305
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0299 БТИ_Транспорт	Старший механик	2	48450
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0299 БТИ_Транспорт	Тракторист	1	34118.75
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0300 БТИ_xЦТЭТ_ТЦТЭТ_АУП	Ведущий инженер	3	76416.55833333333
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0300 БТИ_xЦТЭТ_ТЦТЭТ_АУП	Ведущий инженер электросвязи	3	87266.75
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0300 БТИ_xЦТЭТ_ТЦТЭТ_АУП	Инженер по охране окружающей среды	3	76530.2875
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0300 БТИ_xЦТЭТ_ТЦТЭТ_АУП	Инженер электросвязи 2 категории	3	94237.27500000001
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0300 БТИ_xЦТЭТ_ТЦТЭТ_АУП	Начальник цеха	5	173519.85583333333
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0300 БТИ_xЦТЭТ_ТЦТЭТ_АУП	Руководитель направления	5	181103.25
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Ведущий инженер	2	46604.87333333334
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Ведущий инженер	3	81995.47916666666
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Ведущий инженер	4	113373.1641025641
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Ведущий инженер электросвязи	3	72676.7611904762
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Водолаз 1 класса	2	58905.62333333334
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Водолаз 2 класса	2	46858.698333333334
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Инженер	2	55068.31
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Инженер	3	80112.92916666668
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Инженер 1 категории	3	80899.01722222223
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Инженер электросвязи	3	81187.43789473684
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Инженер электросвязи 1 категории	3	80508.08333333334
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Инженер электросвязи 2 категории	3	91423.86000000002
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Инспектор	1	40885.78388888889
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Инспектор	2	51517.36333333334
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Инспектор по ОПР	2	63221.950000000004
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Кабельщик-спайщик	2	53797.46666666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Кабельщик-спайщик 3 разряда	2	62495.55
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Кабельщик-спайщик 5 разряда	2	55668.576666666675
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Кабельщик-спайщик 6 разряда	2	59057.99838383838
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Кабельщик-спайщик 7 разряда	2	57626.68888888889
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Кабельщик-спайщик 8 разряда	2	46754.5
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Кабельщик-спайщик ВОЛС	2	54651.83090277779
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Кабельщик-спайщик медно-жильных кабелей связи	2	62171.9388888889
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Капитан-механик	3	67491.41666666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Кладовщик	1	44717.45666666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Механик - сменный помощник капитана	3	69217.42666666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Монтажник связи - кабельщик 5 разряда	2	60462.74208333334
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Монтажник связи - кабельщик 6 разряда	2	56944.445555555554
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Моторист-рулевой	2	56777.39833333333
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Начальник участка	3	86738.6
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Начальник участка	4	121954.55261904765
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Начальник участка	5	187576.10666666663
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Руководитель направления	5	207286.5833333333
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Специалист	3	68182.60166666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Специалист по линейным сооружениям	1	40528.693333333336
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Специалист по линейным сооружениям	2	55482.56541666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Старший водолазный специалист	3	69230.44333333334
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Старший инспектор по ОПР	3	79337.88500000001
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Старший помощник капитана - механик	3	84820.505
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Старший специалист по линейным сооружениям	3	78953.33547619048
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Старший электромеханик связи	2	58845.20861111112
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Техник	2	59831.200000000004
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Электромеханик	2	64599.113333333335
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Электромеханик связи	2	55465.24135416667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Электромонтер линейных сооружений телефонной связи и радиофикации 3 разряда	2	50664.77166666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Электромонтер линейных сооружений телефонной связи и радиофикации 4 разряда	2	56951.82166666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Электромонтер линейных сооружений телефонной связи и радиофикации 5 разряда	2	57085.24250000001
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Электромонтер линейных сооружений телефонной связи и радиофикации 6 разряда	2	58174.607777777775
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0301 БТИ_xЦТЭТ_ТЦТЭТ_ЛУ	Электромонтер по обслуживанию сетей сторонних операторов	2	57348.396111111106
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0303 БТИ_xЦТЭТ_ТЦТЭТ_НТ	Ведущий инженер	3	85751.19666666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0303 БТИ_xЦТЭТ_ТЦТЭТ_НТ	Ведущий специалист	3	87681.89375000002
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0303 БТИ_xЦТЭТ_ТЦТЭТ_НТ	Диспетчер связи	1	45882.88222222222
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0303 БТИ_xЦТЭТ_ТЦТЭТ_НТ	Инженер 2 категории	3	96588.87333333334
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0303 БТИ_xЦТЭТ_ТЦТЭТ_НТ	Инженер электросвязи	3	83952.29333333333
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0303 БТИ_xЦТЭТ_ТЦТЭТ_НТ	Начальник цеха	5	156505.81333333332
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0303 БТИ_xЦТЭТ_ТЦТЭТ_НТ	Руководитель группы	3	87909.36
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0303 БТИ_xЦТЭТ_ТЦТЭТ_НТ	Специалист 2 категории	2	70187.16833333333
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0305 БТИ_xЦТЭТ_ТЦТЭТ_БС	Антенщик-мачтовик 5 разряда	1	43725.58666666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0305 БТИ_xЦТЭТ_ТЦТЭТ_БС	Главный специалист	4	120957.70041666669
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0305 БТИ_xЦТЭТ_ТЦТЭТ_БС	Инженер	3	66667.46166666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0305 БТИ_xЦТЭТ_ТЦТЭТ_БС	Инженер 1 категории	3	87380.23250000001
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0305 БТИ_xЦТЭТ_ТЦТЭТ_БС	Инженер 2 категории	3	79710.8125
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0305 БТИ_xЦТЭТ_ТЦТЭТ_БС	Инженер средств радио и телевидения	3	84223.90777777777
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0305 БТИ_xЦТЭТ_ТЦТЭТ_БС	Машинист двигателей внутреннего сгорания 5 разряда	1	43083.865000000005
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0305 БТИ_xЦТЭТ_ТЦТЭТ_БС	Старший электромеханик средств радио и телевидения	2	61300.69
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0305 БТИ_xЦТЭТ_ТЦТЭТ_БС	Электромеханик средств радио и телевидения	2	61680.77666666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0305 БТИ_xЦТЭТ_ТЦТЭТ_БС	Электромонтер 5 разряда	2	58340.700000000004
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0305 БТИ_xЦТЭТ_ТЦТЭТ_БС	Электромонтер станционного оборудования радиорелейных линий связи 5 разряда	2	65062.50666666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Ведущий инженер	3	78720.61836956523
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Ведущий инженер	4	117678.06666666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Ведущий инженер электросвязи	3	78601.72632850244
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Ведущий инженер электросвязи	4	108890.89609375001
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Ведущий специалист	3	83198.26666666666
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Главный специалист	3	87324.90000000001
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Главный специалист	4	109187.22574754906
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Главный специалист	5	179919.5
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Инженер	3	79120.82913333335
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Инженер 1 категории	3	77488.50338235295
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Инженер электросвязи	2	46431.1125
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Инженер электросвязи	3	79462.19095588235
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Инженер электросвязи 1 категории	3	80179.07914556957
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Инженер электросвязи 1 категории	4	108342.48125000001
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Инженер электросвязи 2 категории	3	78072.77030612247
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Кабельщик-спайщик 6 разряда	2	51718.333333333336
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Монтажник оборудования связи 6 разряда	2	56680.92569444445
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Начальник участка	4	119184.73350877194
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Начальник участка	5	186553.98097142857
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Начальник цеха	5	151918.8759
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Руководитель направления	4	126579.27500000001
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Руководитель направления	5	187414.8415712121
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Специалист	3	74523.91583333333
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Специалист по станционному оборудованию	2	55649.355
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Старший электромеханик связи	2	59352.4856060606
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Телефонист 1 класса	1	38297.636666666665
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Телефонист 2 класса	1	39475.90533333334
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Техник	1	41325.25
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Техник 1 категории	1	36902.90083333333
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Уборщик производственных и служебных помещений	1	43669.615000000005
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Электромеханик связи	2	56092.994492753634
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Электромонтер станционного оборудования телефонной связи 4 разряда	2	55128.18666666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0307 БТИ_xЦТЭТ_ТЦТЭТ_СУ	Электромонтер станционного оборудования телефонной связи 5 разряда	2	51988.56666666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0312 БТИ_xЦТЭТ_ТЦТЭТ_УДС/ТЛГ/Спец	Ведущий инженер электросвязи	3	80841.31000000001
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0312 БТИ_xЦТЭТ_ТЦТЭТ_УДС/ТЛГ/Спец	Инженер электросвязи	3	82382.48333333334
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0312 БТИ_xЦТЭТ_ТЦТЭТ_УДС/ТЛГ/Спец	Инженер электросвязи 2 категории	3	78283.535
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0312 БТИ_xЦТЭТ_ТЦТЭТ_УДС/ТЛГ/Спец	Начальник участка	4	118814.83166666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0312 БТИ_xЦТЭТ_ТЦТЭТ_УДС/ТЛГ/Спец	Начальник цеха	4	108549.88833333334
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0312 БТИ_xЦТЭТ_ТЦТЭТ_УДС/ТЛГ/Спец	Специалист	3	78523.36708333333
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0312 БТИ_xЦТЭТ_ТЦТЭТ_УДС/ТЛГ/Спец	Специалист 2 категории	3	75138.49138888888
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0312 БТИ_xЦТЭТ_ТЦТЭТ_УДС/ТЛГ/Спец	Старший электромеханик связи	2	79894.99833333334
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0312 БТИ_xЦТЭТ_ТЦТЭТ_УДС/ТЛГ/Спец	Телеграфист 4 разряда	1	35968.30416666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0312 БТИ_xЦТЭТ_ТЦТЭТ_УДС/ТЛГ/Спец	Электромеханик связи	2	55096.51277777778
